Date Time,Month,Day,Day of Week,Hour,Minute,SecondsFromStart,heatingReturnTemperature[C],heatingSupplyTemperature[C],massFlowRateHeating,ChilledWaterReturnTemperature[C],ChilledWaterSupplyTemperature[C],massFlowRateCooling
03/04/2006 22:10,3,4,6,22,10,5436600,0,0,0,0,0,0
03/04/2006 22:20,3,4,6,22,20,5437200,0,0,0,0,0,0
03/04/2006 22:30,3,4,6,22,30,5437800,0,0,0,0,0,0
03/04/2006 22:40,3,4,6,22,40,5438400,0,0,0,0,0,0
03/04/2006 22:50,3,4,6,22,50,5439000,0,0,0,0,0,0
03/04/2006 23:00,3,4,6,23,0,5439600,0,0,0,0,0,0
03/04/2006 23:10,3,4,6,23,10,5440200,0,0,0,0,0,0
03/04/2006 23:20,3,4,6,23,20,5440800,0,0,0,0,0,0
03/04/2006 23:30,3,4,6,23,30,5441400,0,0,0,0,0,0
03/04/2006 23:40,3,4,6,23,40,5442000,0,0,0,0,0,0
03/04/2006 23:50,3,4,6,23,50,5442600,0,0,0,0,0,0
03/05/2006 00:00,3,5,0,0,0,5443200,0,0,0,0,0,0
03/05/2006 00:10,3,5,0,0,10,5443800,0,0,0,0,0,0
03/05/2006 00:20,3,5,0,0,20,5444400,0,0,0,0,0,0
03/05/2006 00:30,3,5,0,0,30,5445000,0,0,0,0,0,0
03/05/2006 00:40,3,5,0,0,40,5445600,0,0,0,0,0,0
03/05/2006 00:50,3,5,0,0,50,5446200,0,0,0,0,0,0
03/05/2006 01:00,3,5,0,1,0,5446800,0,0,0,0,0,0
03/05/2006 01:10,3,5,0,1,10,5447400,0,0,0,0,0,0
03/05/2006 01:20,3,5,0,1,20,5448000,0,0,0,0,0,0
03/05/2006 01:30,3,5,0,1,30,5448600,0,0,0,0,0,0
03/05/2006 01:40,3,5,0,1,40,5449200,0,0,0,0,0,0
03/05/2006 01:50,3,5,0,1,50,5449800,0,0,0,0,0,0
03/05/2006 02:00,3,5,0,2,0,5450400,0,0,0,0,0,0
03/05/2006 02:10,3,5,0,2,10,5451000,0,0,0,0,0,0
03/05/2006 02:20,3,5,0,2,20,5451600,0,0,0,0,0,0
03/05/2006 02:30,3,5,0,2,30,5452200,0,0,0,0,0,0
03/05/2006 02:40,3,5,0,2,40,5452800,0,0,0,0,0,0
03/05/2006 02:50,3,5,0,2,50,5453400,0,0,0,0,0,0
03/05/2006 03:00,3,5,0,3,0,5454000,0,0,0,0,0,0
03/05/2006 03:10,3,5,0,3,10,5454600,0,0,0,0,0,0
03/05/2006 03:20,3,5,0,3,20,5455200,0,0,0,0,0,0
03/05/2006 03:30,3,5,0,3,30,5455800,0,0,0,0,0,0
03/05/2006 03:40,3,5,0,3,40,5456400,0,0,0,0,0,0
03/05/2006 03:50,3,5,0,3,50,5457000,0,0,0,0,0,0
03/05/2006 04:00,3,5,0,4,0,5457600,0,0,0,0,0,0
03/05/2006 04:10,3,5,0,4,10,5458200,0,0,0,0,0,0
03/05/2006 04:20,3,5,0,4,20,5458800,0,0,0,0,0,0
03/05/2006 04:30,3,5,0,4,30,5459400,0,0,0,0,0,0
03/05/2006 04:40,3,5,0,4,40,5460000,0,0,0,0,0,0
03/05/2006 04:50,3,5,0,4,50,5460600,0,0,0,0,0,0
03/05/2006 05:00,3,5,0,5,0,5461200,0,0,0,0,0,0
03/05/2006 05:10,3,5,0,5,10,5461800,0,0,0,0,0,0
03/05/2006 05:20,3,5,0,5,20,5462400,0,0,0,0,0,0
03/05/2006 05:30,3,5,0,5,30,5463000,0,0,0,0,0,0
03/05/2006 05:40,3,5,0,5,40,5463600,0,0,0,0,0,0
03/05/2006 05:50,3,5,0,5,50,5464200,0,0,0,0,0,0
03/05/2006 06:00,3,5,0,6,0,5464800,0,0,0,0,0,0
03/05/2006 06:10,3,5,0,6,10,5465400,0,0,0,0,0,0
03/05/2006 06:20,3,5,0,6,20,5466000,0,0,0,0,0,0
03/05/2006 06:30,3,5,0,6,30,5466600,0,0,0,0,0,0
03/05/2006 06:40,3,5,0,6,40,5467200,0,0,0,0,0,0
03/05/2006 06:50,3,5,0,6,50,5467800,0,0,0,0,0,0
03/05/2006 07:00,3,5,0,7,0,5468400,0,0,0,0,0,0
03/05/2006 07:10,3,5,0,7,10,5469000,0,0,0,0,0,0
03/05/2006 07:20,3,5,0,7,20,5469600,0,0,0,0,0,0
03/05/2006 07:30,3,5,0,7,30,5470200,0,0,0,0,0,0
03/05/2006 07:40,3,5,0,7,40,5470800,0,0,0,0,0,0
03/05/2006 07:50,3,5,0,7,50,5471400,0,0,0,0,0,0
03/05/2006 08:00,3,5,0,8,0,5472000,0,0,0,0,0,0
03/05/2006 08:10,3,5,0,8,10,5472600,0,0,0,0,0,0
03/05/2006 08:20,3,5,0,8,20,5473200,0,0,0,0,0,0
03/05/2006 08:30,3,5,0,8,30,5473800,0,0,0,0,0,0
03/05/2006 08:40,3,5,0,8,40,5474400,0,0,0,0,0,0
03/05/2006 08:50,3,5,0,8,50,5475000,0,0,0,0,0,0
03/05/2006 09:00,3,5,0,9,0,5475600,0,0,0,0,0,0
03/05/2006 09:10,3,5,0,9,10,5476200,0,0,0,0,0,0
03/05/2006 09:20,3,5,0,9,20,5476800,0,0,0,0,0,0
03/05/2006 09:30,3,5,0,9,30,5477400,0,0,0,0,0,0
03/05/2006 09:40,3,5,0,9,40,5478000,0,0,0,0,0,0
03/05/2006 09:50,3,5,0,9,50,5478600,0,0,0,0,0,0
03/05/2006 10:00,3,5,0,10,0,5479200,0,0,0,0,0,0
03/05/2006 10:10,3,5,0,10,10,5479800,0,0,0,0,0,0
03/05/2006 10:20,3,5,0,10,20,5480400,0,0,0,0,0,0
03/05/2006 10:30,3,5,0,10,30,5481000,0,0,0,0,0,0
03/05/2006 10:40,3,5,0,10,40,5481600,0,0,0,0,0,0
03/05/2006 10:50,3,5,0,10,50,5482200,0,0,0,0,0,0
03/05/2006 11:00,3,5,0,11,0,5482800,0,0,0,0,0,0
03/05/2006 11:10,3,5,0,11,10,5483400,0,0,0,0,0,0
03/05/2006 11:20,3,5,0,11,20,5484000,0,0,0,0,0,0
03/05/2006 11:30,3,5,0,11,30,5484600,0,0,0,0,0,0
03/05/2006 11:40,3,5,0,11,40,5485200,0,0,0,0,0,0
03/05/2006 11:50,3,5,0,11,50,5485800,0,0,0,0,0,0
03/05/2006 12:00,3,5,0,12,0,5486400,0,0,0,0,0,0
03/05/2006 12:10,3,5,0,12,10,5487000,0,0,0,0,0,0
03/05/2006 12:20,3,5,0,12,20,5487600,0,0,0,0,0,0
03/05/2006 12:30,3,5,0,12,30,5488200,0,0,0,0,0,0
03/05/2006 12:40,3,5,0,12,40,5488800,0,0,0,0,0,0
03/05/2006 12:50,3,5,0,12,50,5489400,0,0,0,0,0,0
03/05/2006 13:00,3,5,0,13,0,5490000,0,0,0,0,0,0
03/05/2006 13:10,3,5,0,13,10,5490600,0,0,0,0,0,0
03/05/2006 13:20,3,5,0,13,20,5491200,0,0,0,0,0,0
03/05/2006 13:30,3,5,0,13,30,5491800,0,0,0,0,0,0
03/05/2006 13:40,3,5,0,13,40,5492400,0,0,0,0,0,0
03/05/2006 13:50,3,5,0,13,50,5493000,0,0,0,0,0,0
03/05/2006 14:00,3,5,0,14,0,5493600,0,0,0,0,0,0
03/05/2006 14:10,3,5,0,14,10,5494200,0,0,0,0,0,0
03/05/2006 14:20,3,5,0,14,20,5494800,0,0,0,0,0,0
03/05/2006 14:30,3,5,0,14,30,5495400,0,0,0,0,0,0
03/05/2006 14:40,3,5,0,14,40,5496000,0,0,0,0,0,0
03/05/2006 14:50,3,5,0,14,50,5496600,0,0,0,0,0,0
03/05/2006 15:00,3,5,0,15,0,5497200,0,0,0,0,0,0
03/05/2006 15:10,3,5,0,15,10,5497800,0,0,0,0,0,0
03/05/2006 15:20,3,5,0,15,20,5498400,0,0,0,0,0,0
03/05/2006 15:30,3,5,0,15,30,5499000,0,0,0,0,0,0
03/05/2006 15:40,3,5,0,15,40,5499600,0,0,0,0,0,0
03/05/2006 15:50,3,5,0,15,50,5500200,0,0,0,0,0,0
03/05/2006 16:00,3,5,0,16,0,5500800,0,0,0,0,0,0
03/05/2006 16:10,3,5,0,16,10,5501400,0,0,0,0,0,0
03/05/2006 16:20,3,5,0,16,20,5502000,0,0,0,0,0,0
03/05/2006 16:30,3,5,0,16,30,5502600,0,0,0,0,0,0
03/05/2006 16:40,3,5,0,16,40,5503200,0,0,0,0,0,0
03/05/2006 16:50,3,5,0,16,50,5503800,0,0,0,0,0,0
03/05/2006 17:00,3,5,0,17,0,5504400,0,0,0,0,0,0
03/05/2006 17:10,3,5,0,17,10,5505000,0,0,0,0,0,0
03/05/2006 17:20,3,5,0,17,20,5505600,0,0,0,0,0,0
03/05/2006 17:30,3,5,0,17,30,5506200,0,0,0,0,0,0
03/05/2006 17:40,3,5,0,17,40,5506800,0,0,0,0,0,0
03/05/2006 17:50,3,5,0,17,50,5507400,0,0,0,0,0,0
03/05/2006 18:00,3,5,0,18,0,5508000,0,0,0,0,0,0
03/05/2006 18:10,3,5,0,18,10,5508600,0,0,0,0,0,0
03/05/2006 18:20,3,5,0,18,20,5509200,0,0,0,0,0,0
03/05/2006 18:30,3,5,0,18,30,5509800,0,0,0,0,0,0
03/05/2006 18:40,3,5,0,18,40,5510400,0,0,0,0,0,0
03/05/2006 18:50,3,5,0,18,50,5511000,0,0,0,0,0,0
03/05/2006 19:00,3,5,0,19,0,5511600,0,0,0,0,0,0
03/05/2006 19:10,3,5,0,19,10,5512200,0,0,0,0,0,0
03/05/2006 19:20,3,5,0,19,20,5512800,0,0,0,0,0,0
03/05/2006 19:30,3,5,0,19,30,5513400,0,0,0,0,0,0
03/05/2006 19:40,3,5,0,19,40,5514000,0,0,0,0,0,0
03/05/2006 19:50,3,5,0,19,50,5514600,0,0,0,0,0,0
03/05/2006 20:00,3,5,0,20,0,5515200,0,0,0,0,0,0
03/05/2006 20:10,3,5,0,20,10,5515800,0,0,0,0,0,0
03/05/2006 20:20,3,5,0,20,20,5516400,0,0,0,0,0,0
03/05/2006 20:30,3,5,0,20,30,5517000,0,0,0,0,0,0
03/05/2006 20:40,3,5,0,20,40,5517600,0,0,0,0,0,0
03/05/2006 20:50,3,5,0,20,50,5518200,0,0,0,0,0,0
03/05/2006 21:00,3,5,0,21,0,5518800,0,0,0,0,0,0
03/05/2006 21:10,3,5,0,21,10,5519400,0,0,0,0,0,0
03/05/2006 21:20,3,5,0,21,20,5520000,0,0,0,0,0,0
03/05/2006 21:30,3,5,0,21,30,5520600,0,0,0,0,0,0
03/05/2006 21:40,3,5,0,21,40,5521200,0,0,0,0,0,0
03/05/2006 21:50,3,5,0,21,50,5521800,0,0,0,0,0,0
03/05/2006 22:00,3,5,0,22,0,5522400,0,0,0,0,0,0
03/05/2006 22:10,3,5,0,22,10,5523000,0,0,0,0,0,0
03/05/2006 22:20,3,5,0,22,20,5523600,0,0,0,0,0,0
03/05/2006 22:30,3,5,0,22,30,5524200,0,0,0,0,0,0
03/05/2006 22:40,3,5,0,22,40,5524800,0,0,0,0,0,0
03/05/2006 22:50,3,5,0,22,50,5525400,0,0,0,0,0,0
03/05/2006 23:00,3,5,0,23,0,5526000,0,0,0,0,0,0
03/05/2006 23:10,3,5,0,23,10,5526600,0,0,0,0,0,0
03/05/2006 23:20,3,5,0,23,20,5527200,0,0,0,0,0,0
03/05/2006 23:30,3,5,0,23,30,5527800,0,0,0,0,0,0
03/05/2006 23:40,3,5,0,23,40,5528400,0,0,0,0,0,0
03/05/2006 23:50,3,5,0,23,50,5529000,0,0,0,0,0,0
03/06/2006 00:00,3,6,1,0,0,5529600,0,0,0,0,0,0
03/06/2006 00:10,3,6,1,0,10,5530200,0,0,0,0,0,0
03/06/2006 00:20,3,6,1,0,20,5530800,0,0,0,0,0,0
03/06/2006 00:30,3,6,1,0,30,5531400,0,0,0,0,0,0
03/06/2006 00:40,3,6,1,0,40,5532000,0,0,0,0,0,0
03/06/2006 00:50,3,6,1,0,50,5532600,0,0,0,0,0,0
03/06/2006 01:00,3,6,1,1,0,5533200,0,0,0,0,0,0
03/06/2006 01:10,3,6,1,1,10,5533800,0,0,0,0,0,0
03/06/2006 01:20,3,6,1,1,20,5534400,0,0,0,0,0,0
03/06/2006 01:30,3,6,1,1,30,5535000,0,0,0,0,0,0
03/06/2006 01:40,3,6,1,1,40,5535600,0,0,0,0,0,0
03/06/2006 01:50,3,6,1,1,50,5536200,0,0,0,0,0,0
03/06/2006 02:00,3,6,1,2,0,5536800,0,0,0,0,0,0
03/06/2006 02:10,3,6,1,2,10,5537400,0,0,0,0,0,0
03/06/2006 02:20,3,6,1,2,20,5538000,0,0,0,0,0,0
03/06/2006 02:30,3,6,1,2,30,5538600,0,0,0,0,0,0
03/06/2006 02:40,3,6,1,2,40,5539200,0,0,0,0,0,0
03/06/2006 02:50,3,6,1,2,50,5539800,0,0,0,0,0,0
03/06/2006 03:00,3,6,1,3,0,5540400,0,0,0,0,0,0
03/06/2006 03:10,3,6,1,3,10,5541000,0,0,0,0,0,0
03/06/2006 03:20,3,6,1,3,20,5541600,0,0,0,0,0,0
03/06/2006 03:30,3,6,1,3,30,5542200,0,0,0,0,0,0
03/06/2006 03:40,3,6,1,3,40,5542800,0,0,0,0,0,0
03/06/2006 03:50,3,6,1,3,50,5543400,0,0,0,0,0,0
03/06/2006 04:00,3,6,1,4,0,5544000,0,0,0,0,0,0
03/06/2006 04:10,3,6,1,4,10,5544600,0,0,0,0,0,0
03/06/2006 04:20,3,6,1,4,20,5545200,0,0,0,0,0,0
03/06/2006 04:30,3,6,1,4,30,5545800,0,0,0,0,0,0
03/06/2006 04:40,3,6,1,4,40,5546400,0,0,0,0,0,0
03/06/2006 04:50,3,6,1,4,50,5547000,0,0,0,0,0,0
03/06/2006 05:00,3,6,1,5,0,5547600,0,0,0,0,0,0
03/06/2006 05:10,3,6,1,5,10,5548200,0,0,0,0,0,0
03/06/2006 05:20,3,6,1,5,20,5548800,0,0,0,0,0,0
03/06/2006 05:30,3,6,1,5,30,5549400,0,0,0,0,0,0
03/06/2006 05:40,3,6,1,5,40,5550000,0,0,0,0,0,0
03/06/2006 05:50,3,6,1,5,50,5550600,0,0,0,0,0,0
03/06/2006 06:00,3,6,1,6,0,5551200,0,0,0,0,0,0
03/06/2006 06:10,3,6,1,6,10,5551800,0,0,0,0,0,0
03/06/2006 06:20,3,6,1,6,20,5552400,0,0,0,0,0,0
03/06/2006 06:30,3,6,1,6,30,5553000,0,0,0,0,0,0
03/06/2006 06:40,3,6,1,6,40,5553600,0,0,0,0,0,0
03/06/2006 06:50,3,6,1,6,50,5554200,0,0,0,0,0,0
03/06/2006 07:00,3,6,1,7,0,5554800,0,0,0,0,0,0
03/06/2006 07:10,3,6,1,7,10,5555400,0,0,0,0,0,0
03/06/2006 07:20,3,6,1,7,20,5556000,0,0,0,0,0,0
03/06/2006 07:30,3,6,1,7,30,5556600,0,0,0,0,0,0
03/06/2006 07:40,3,6,1,7,40,5557200,0,0,0,0,0,0
03/06/2006 07:50,3,6,1,7,50,5557800,0,0,0,0,0,0
03/06/2006 08:00,3,6,1,8,0,5558400,0,0,0,0,0,0
03/06/2006 08:10,3,6,1,8,10,5559000,0,0,0,0,0,0
03/06/2006 08:20,3,6,1,8,20,5559600,0,0,0,0,0,0
03/06/2006 08:30,3,6,1,8,30,5560200,0,0,0,0,0,0
03/06/2006 08:40,3,6,1,8,40,5560800,0,0,0,0,0,0
03/06/2006 08:50,3,6,1,8,50,5561400,0,0,0,0,0,0
03/06/2006 09:00,3,6,1,9,0,5562000,0,0,0,0,0,0
03/06/2006 09:10,3,6,1,9,10,5562600,0,0,0,0,0,0
03/06/2006 09:20,3,6,1,9,20,5563200,0,0,0,0,0,0
03/06/2006 09:30,3,6,1,9,30,5563800,0,0,0,0,0,0
03/06/2006 09:40,3,6,1,9,40,5564400,0,0,0,0,0,0
03/06/2006 09:50,3,6,1,9,50,5565000,0,0,0,0,0,0
03/06/2006 10:00,3,6,1,10,0,5565600,0,0,0,0,0,0
03/06/2006 10:10,3,6,1,10,10,5566200,0,0,0,0,0,0
03/06/2006 10:20,3,6,1,10,20,5566800,0,0,0,0,0,0
03/06/2006 10:30,3,6,1,10,30,5567400,0,0,0,0,0,0
03/06/2006 10:40,3,6,1,10,40,5568000,0,0,0,0,0,0
03/06/2006 10:50,3,6,1,10,50,5568600,0,0,0,0,0,0
03/06/2006 11:00,3,6,1,11,0,5569200,0,0,0,0,0,0
03/06/2006 11:10,3,6,1,11,10,5569800,0,0,0,0,0,0
03/06/2006 11:20,3,6,1,11,20,5570400,0,0,0,0,0,0
03/06/2006 11:30,3,6,1,11,30,5571000,0,0,0,0,0,0
03/06/2006 11:40,3,6,1,11,40,5571600,0,0,0,0,0,0
03/06/2006 11:50,3,6,1,11,50,5572200,0,0,0,0,0,0
03/06/2006 12:00,3,6,1,12,0,5572800,0,0,0,0,0,0
03/06/2006 12:10,3,6,1,12,10,5573400,0,0,0,0,0,0
03/06/2006 12:20,3,6,1,12,20,5574000,0,0,0,0,0,0
03/06/2006 12:30,3,6,1,12,30,5574600,0,0,0,0,0,0
03/06/2006 12:40,3,6,1,12,40,5575200,0,0,0,0,0,0
03/06/2006 12:50,3,6,1,12,50,5575800,0,0,0,0,0,0
03/06/2006 13:00,3,6,1,13,0,5576400,0,0,0,0,0,0
03/06/2006 13:10,3,6,1,13,10,5577000,0,0,0,0,0,0
03/06/2006 13:20,3,6,1,13,20,5577600,0,0,0,0,0,0
03/06/2006 13:30,3,6,1,13,30,5578200,0,0,0,0,0,0
03/06/2006 13:40,3,6,1,13,40,5578800,0,0,0,0,0,0
03/06/2006 13:50,3,6,1,13,50,5579400,0,0,0,0,0,0
03/06/2006 14:00,3,6,1,14,0,5580000,0,0,0,0,0,0
03/06/2006 14:10,3,6,1,14,10,5580600,0,0,0,0,0,0
03/06/2006 14:20,3,6,1,14,20,5581200,0,0,0,0,0,0
03/06/2006 14:30,3,6,1,14,30,5581800,0,0,0,0,0,0
03/06/2006 14:40,3,6,1,14,40,5582400,0,0,0,0,0,0
03/06/2006 14:50,3,6,1,14,50,5583000,0,0,0,0,0,0
03/06/2006 15:00,3,6,1,15,0,5583600,0,0,0,0,0,0
03/06/2006 15:10,3,6,1,15,10,5584200,0,0,0,0,0,0
03/06/2006 15:20,3,6,1,15,20,5584800,0,0,0,0,0,0
03/06/2006 15:30,3,6,1,15,30,5585400,0,0,0,0,0,0
03/06/2006 15:40,3,6,1,15,40,5586000,0,0,0,0,0,0
03/06/2006 15:50,3,6,1,15,50,5586600,0,0,0,0,0,0
03/06/2006 16:00,3,6,1,16,0,5587200,0,0,0,0,0,0
03/06/2006 16:10,3,6,1,16,10,5587800,0,0,0,0,0,0
03/06/2006 16:20,3,6,1,16,20,5588400,0,0,0,0,0,0
03/06/2006 16:30,3,6,1,16,30,5589000,0,0,0,0,0,0
03/06/2006 16:40,3,6,1,16,40,5589600,0,0,0,0,0,0
03/06/2006 16:50,3,6,1,16,50,5590200,0,0,0,0,0,0
03/06/2006 17:00,3,6,1,17,0,5590800,0,0,0,0,0,0
03/06/2006 17:10,3,6,1,17,10,5591400,0,0,0,0,0,0
03/06/2006 17:20,3,6,1,17,20,5592000,0,0,0,0,0,0
03/06/2006 17:30,3,6,1,17,30,5592600,0,0,0,0,0,0
03/06/2006 17:40,3,6,1,17,40,5593200,0,0,0,0,0,0
03/06/2006 17:50,3,6,1,17,50,5593800,0,0,0,0,0,0
03/06/2006 18:00,3,6,1,18,0,5594400,0,0,0,0,0,0
03/06/2006 18:10,3,6,1,18,10,5595000,0,0,0,0,0,0
03/06/2006 18:20,3,6,1,18,20,5595600,0,0,0,0,0,0
03/06/2006 18:30,3,6,1,18,30,5596200,0,0,0,0,0,0
03/06/2006 18:40,3,6,1,18,40,5596800,0,0,0,0,0,0
03/06/2006 18:50,3,6,1,18,50,5597400,0,0,0,0,0,0
03/06/2006 19:00,3,6,1,19,0,5598000,0,0,0,0,0,0
03/06/2006 19:10,3,6,1,19,10,5598600,0,0,0,0,0,0
03/06/2006 19:20,3,6,1,19,20,5599200,0,0,0,0,0,0
03/06/2006 19:30,3,6,1,19,30,5599800,0,0,0,0,0,0
03/06/2006 19:40,3,6,1,19,40,5600400,0,0,0,0,0,0
03/06/2006 19:50,3,6,1,19,50,5601000,0,0,0,0,0,0
03/06/2006 20:00,3,6,1,20,0,5601600,0,0,0,0,0,0
03/06/2006 20:10,3,6,1,20,10,5602200,0,0,0,0,0,0
03/06/2006 20:20,3,6,1,20,20,5602800,0,0,0,0,0,0
03/06/2006 20:30,3,6,1,20,30,5603400,0,0,0,0,0,0
03/06/2006 20:40,3,6,1,20,40,5604000,0,0,0,0,0,0
03/06/2006 20:50,3,6,1,20,50,5604600,0,0,0,0,0,0
03/06/2006 21:00,3,6,1,21,0,5605200,0,0,0,0,0,0
03/06/2006 21:10,3,6,1,21,10,5605800,0,0,0,0,0,0
03/06/2006 21:20,3,6,1,21,20,5606400,0,0,0,0,0,0
03/06/2006 21:30,3,6,1,21,30,5607000,0,0,0,0,0,0
03/06/2006 21:40,3,6,1,21,40,5607600,0,0,0,0,0,0
03/06/2006 21:50,3,6,1,21,50,5608200,0,0,0,0,0,0
03/06/2006 22:00,3,6,1,22,0,5608800,0,0,0,0,0,0
03/06/2006 22:10,3,6,1,22,10,5609400,0,0,0,0,0,0
03/06/2006 22:20,3,6,1,22,20,5610000,0,0,0,0,0,0
03/06/2006 22:30,3,6,1,22,30,5610600,0,0,0,0,0,0
03/06/2006 22:40,3,6,1,22,40,5611200,0,0,0,0,0,0
03/06/2006 22:50,3,6,1,22,50,5611800,0,0,0,0,0,0
03/06/2006 23:00,3,6,1,23,0,5612400,0,0,0,0,0,0
03/06/2006 23:10,3,6,1,23,10,5613000,0,0,0,0,0,0
03/06/2006 23:20,3,6,1,23,20,5613600,0,0,0,0,0,0
03/06/2006 23:30,3,6,1,23,30,5614200,0,0,0,0,0,0
03/06/2006 23:40,3,6,1,23,40,5614800,0,0,0,0,0,0
03/06/2006 23:50,3,6,1,23,50,5615400,0,0,0,0,0,0
03/07/2006 00:00,3,7,2,0,0,5616000,0,0,0,0,0,0
03/07/2006 00:10,3,7,2,0,10,5616600,0,0,0,0,0,0
03/07/2006 00:20,3,7,2,0,20,5617200,0,0,0,0,0,0
03/07/2006 00:30,3,7,2,0,30,5617800,0,0,0,0,0,0
03/07/2006 00:40,3,7,2,0,40,5618400,0,0,0,0,0,0
03/07/2006 00:50,3,7,2,0,50,5619000,0,0,0,0,0,0
03/07/2006 01:00,3,7,2,1,0,5619600,0,0,0,0,0,0
03/07/2006 01:10,3,7,2,1,10,5620200,0,0,0,0,0,0
03/07/2006 01:20,3,7,2,1,20,5620800,0,0,0,0,0,0
03/07/2006 01:30,3,7,2,1,30,5621400,0,0,0,0,0,0
03/07/2006 01:40,3,7,2,1,40,5622000,0,0,0,0,0,0
03/07/2006 01:50,3,7,2,1,50,5622600,0,0,0,0,0,0
03/07/2006 02:00,3,7,2,2,0,5623200,0,0,0,0,0,0
03/07/2006 02:10,3,7,2,2,10,5623800,0,0,0,0,0,0
03/07/2006 02:20,3,7,2,2,20,5624400,0,0,0,0,0,0
03/07/2006 02:30,3,7,2,2,30,5625000,0,0,0,0,0,0
03/07/2006 02:40,3,7,2,2,40,5625600,0,0,0,0,0,0
03/07/2006 02:50,3,7,2,2,50,5626200,0,0,0,0,0,0
03/07/2006 03:00,3,7,2,3,0,5626800,0,0,0,0,0,0
03/07/2006 03:10,3,7,2,3,10,5627400,0,0,0,0,0,0
03/07/2006 03:20,3,7,2,3,20,5628000,0,0,0,0,0,0
03/07/2006 03:30,3,7,2,3,30,5628600,0,0,0,0,0,0
03/07/2006 03:40,3,7,2,3,40,5629200,0,0,0,0,0,0
03/07/2006 03:50,3,7,2,3,50,5629800,0,0,0,0,0,0
03/07/2006 04:00,3,7,2,4,0,5630400,0,0,0,0,0,0
03/07/2006 04:10,3,7,2,4,10,5631000,0,0,0,0,0,0
03/07/2006 04:20,3,7,2,4,20,5631600,0,0,0,0,0,0
03/07/2006 04:30,3,7,2,4,30,5632200,0,0,0,0,0,0
03/07/2006 04:40,3,7,2,4,40,5632800,0,0,0,0,0,0
03/07/2006 04:50,3,7,2,4,50,5633400,0,0,0,0,0,0
03/07/2006 05:00,3,7,2,5,0,5634000,0,0,0,0,0,0
03/07/2006 05:10,3,7,2,5,10,5634600,0,0,0,0,0,0
03/07/2006 05:20,3,7,2,5,20,5635200,0,0,0,0,0,0
03/07/2006 05:30,3,7,2,5,30,5635800,0,0,0,0,0,0
03/07/2006 05:40,3,7,2,5,40,5636400,0,0,0,0,0,0
03/07/2006 05:50,3,7,2,5,50,5637000,0,0,0,0,0,0
03/07/2006 06:00,3,7,2,6,0,5637600,0,0,0,0,0,0
03/07/2006 06:10,3,7,2,6,10,5638200,0,0,0,0,0,0
03/07/2006 06:20,3,7,2,6,20,5638800,0,0,0,0,0,0
03/07/2006 06:30,3,7,2,6,30,5639400,0,0,0,0,0,0
03/07/2006 06:40,3,7,2,6,40,5640000,0,0,0,0,0,0
03/07/2006 06:50,3,7,2,6,50,5640600,0,0,0,0,0,0
03/07/2006 07:00,3,7,2,7,0,5641200,0,0,0,0,0,0
03/07/2006 07:10,3,7,2,7,10,5641800,0,0,0,0,0,0
03/07/2006 07:20,3,7,2,7,20,5642400,0,0,0,0,0,0
03/07/2006 07:30,3,7,2,7,30,5643000,0,0,0,0,0,0
03/07/2006 07:40,3,7,2,7,40,5643600,0,0,0,0,0,0
03/07/2006 07:50,3,7,2,7,50,5644200,0,0,0,0,0,0
03/07/2006 08:00,3,7,2,8,0,5644800,0,0,0,0,0,0
03/07/2006 08:10,3,7,2,8,10,5645400,0,0,0,0,0,0
03/07/2006 08:20,3,7,2,8,20,5646000,0,0,0,0,0,0
03/07/2006 08:30,3,7,2,8,30,5646600,0,0,0,0,0,0
03/07/2006 08:40,3,7,2,8,40,5647200,0,0,0,0,0,0
03/07/2006 08:50,3,7,2,8,50,5647800,0,0,0,0,0,0
03/07/2006 09:00,3,7,2,9,0,5648400,0,0,0,0,0,0
03/07/2006 09:10,3,7,2,9,10,5649000,0,0,0,0,0,0
03/07/2006 09:20,3,7,2,9,20,5649600,0,0,0,0,0,0
03/07/2006 09:30,3,7,2,9,30,5650200,0,0,0,0,0,0
03/07/2006 09:40,3,7,2,9,40,5650800,0,0,0,0,0,0
03/07/2006 09:50,3,7,2,9,50,5651400,0,0,0,0,0,0
03/07/2006 10:00,3,7,2,10,0,5652000,0,0,0,0,0,0
03/07/2006 10:10,3,7,2,10,10,5652600,0,0,0,0,0,0
03/07/2006 10:20,3,7,2,10,20,5653200,0,0,0,0,0,0
03/07/2006 10:30,3,7,2,10,30,5653800,0,0,0,0,0,0
03/07/2006 10:40,3,7,2,10,40,5654400,0,0,0,0,0,0
03/07/2006 10:50,3,7,2,10,50,5655000,0,0,0,0,0,0
03/07/2006 11:00,3,7,2,11,0,5655600,0,0,0,0,0,0
03/07/2006 11:10,3,7,2,11,10,5656200,0,0,0,0,0,0
03/07/2006 11:20,3,7,2,11,20,5656800,0,0,0,0,0,0
03/07/2006 11:30,3,7,2,11,30,5657400,0,0,0,0,0,0
03/07/2006 11:40,3,7,2,11,40,5658000,0,0,0,0,0,0
03/07/2006 11:50,3,7,2,11,50,5658600,0,0,0,0,0,0
03/07/2006 12:00,3,7,2,12,0,5659200,0,0,0,0,0,0
03/07/2006 12:10,3,7,2,12,10,5659800,0,0,0,0,0,0
03/07/2006 12:20,3,7,2,12,20,5660400,0,0,0,0,0,0
03/07/2006 12:30,3,7,2,12,30,5661000,0,0,0,0,0,0
